atom_root	status	notes
./aitom_family/chat_card_v1	FLAGGED	
./aitom_family/chat_icon_band_popover	FLAGGED	
./aitom_family/chat_message_action_bar	FLAGGED	
./aitom_family/chat_message_block	FLAGGED	
./aitom_family/chat_message_list	FLAGGED	
./aitom_family/chat_rail_header_bar	FLAGGED	
./aitom_family/chat_rail_shell	FLAGGED	
./aitom_family/chat_safety_controls_bar	FLAGGED	
./aitom_family/chat_shortcuts_popover	FLAGGED	
./aitom_family/chat_upload_source_picker	FLAGGED	
